User_SubFunctional_Area,User_Functional_Area,User_JobTitle,User_ProfileTitle,User_Industry,User_Experience (Years),User_Skills,Relevant_Degree,Releveant_Cert,Industry,Sector
"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,senior software,software engineer,automobile   auto ancillaries,3.33,"linux; windows.,bluetooth;uds,embedded systems;c",0,0,automobile,autoancillaries
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,accessories executive,automobile,automobile   auto ancillaries,3.5,"ms office,automated,i t i  computer scin,pgdca,power point presenta,ms word",0,0,automobile,autoancillaries
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,assistant engineer,,automobile   auto ancillaries,3.5,"desktop troubleshooting,ms outlook,user group policies,exposure in active d,configuring &amp; tr,desktop support,desktop support engi,antivirus,systems engineering",1,0,automobile,autoancillaries
"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,software engineer,software integration & testing,automobile   auto ancillaries,3.75,"intigration,developer 2000,software testing,c,english,microsoft excel",0,0,automobile,autoancillaries
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,application support engineer.,,automobile   auto ancillaries,3.83,"linux general,system administratio,networkings,unix   general,windows7",0,0,automobile,autoancillaries
"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,firmware engineer,software engineer with 3.11 years of exp,automobile   auto ancillaries,3.92,"embedded systems,hardware designing,electrical engineering,gsm gprs and umts protocol testing,vrf,firmware,wcdma",1,0,automobile,autoancillaries
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,admin cum allocation head,,automobile   auto ancillaries,4,"networkings,system administratio,linux general",0,0,automobile,autoancillaries
"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,senior sw engineer,hmi and c++ developer,automobile   auto ancillaries,4,"c,unit testing,c; c++,eclipse,visual studio,hmi using eb guide,tat motion lab",0,0,automobile,autoancillaries
"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,senior software engineer.,senior software engineer,automobile   auto ancillaries,4,c,0,0,automobile,autoancillaries
Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,business analyst analyst,,automobile   auto ancillaries,4,"java,oracle   dba,place,qc circle member",0,0,automobile,autoancillaries
"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,staffing,staffing the,automobile   auto ancillaries,4.25,soap,0,0,automobile,autoancillaries
"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,embedded validation engineer,embedded automation validation and verification,automobile   auto ancillaries,4.42,"c,phython,test automation,cmmi,embedded c,phython scripting,can analyser,automation testing,cmmi level 5,bug tracking,jira",0,0,automobile,autoancillaries
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,automobile electrical,serivce advisor,automobile   auto ancillaries,4.5,"maruti suzuki solan,anand toyota solan",0,0,automobile,autoancillaries
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,automobile electrical,serivce advisor,automobile   auto ancillaries,4.5,"service agreements,service management,maruti suzuki solan,anand toyota solan",0,0,automobile,autoancillaries
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,accounts executive technical engineer,graduate and completed tally 9,automobile   auto ancillaries,5,"dhcp,vlans,ccna,cisco devices,assembling,smtp,rsmtp,hsrp",0,1,automobile,autoancillaries
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,accounts executive. accountant,,automobile   auto ancillaries,5,"excellent,tally9",0,0,automobile,autoancillaries
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,ass administrator,system administrator,automobile   auto ancillaries,5,"administration,erp implementation,perfect networking,domain & exchange,server 2008",0,0,automobile,autoancillaries
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,it hardware  and network,ccna; mcse certified & citrix trained,automobile   auto ancillaries,5,"dhcp,firewalls,vlans,wran,network administration,tcp ip,mcse,ccna,mcitp,antivirus,assembling",0,1,automobile,autoancillaries
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,accounts dept,,automobile   auto ancillaries,5.08,good,0,0,automobile,autoancillaries
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,admin manager,,automobile   auto ancillaries,5.17,oracle skill,0,0,automobile,autoancillaries
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,accountant cum network engineer,,automobile   auto ancillaries,5.25,"dhcp,network administration,tcp ip,server 2000 &amp; wi",0,0,automobile,autoancillaries
"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,embedded hardware engineer,embedded hardware engineer with 5.4yr exp,automobile   auto ancillaries,5.33,"tracking,cics,orcad circuit design,pads viewer,ltspice,can analyser,relcalc,hyperlynx,viewmate",0,0,automobile,autoancillaries
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,admin department,,automobile   auto ancillaries,5.5,"system administratio,networkings,linux general",0,0,automobile,autoancillaries
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,asst system admin,customer relationship manager,automobile   auto ancillaries,5.58,"encounter,access dos excel gpr",1,0,automobile,autoancillaries
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,admin it,hardware & network engineer,automobile   auto ancillaries,6,"dhcp,ccna,cisco,computer system supp",0,1,automobile,autoancillaries
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,administration  and hr executive,hr executive,automobile   auto ancillaries,6,"administration,recruitment process",0,0,automobile,autoancillaries
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,administrator,,automobile   auto ancillaries,6,"changeman,application server,computer associates,active directory,computer maintenance repair,network administration,network configuration,system administration,mcse,ccna",0,1,automobile,autoancillaries
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,application support engineer,experienced tech professional,automobile   auto ancillaries,6,"technical support,tcp ip,antivirus,subnetting",1,0,automobile,autoancillaries
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,assistant edp it,asst. edp   it  ,automobile   auto ancillaries,6,"c,visual basic   vbs,system administration,vbs,rdbms,erp application",0,0,automobile,autoancillaries
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,commercial assistant,,automobile   auto ancillaries,6,"pchardware,networkings,ccna,sales",0,1,automobile,autoancillaries
"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,hardware design engineer,hardware design engineer  3.4 years of experience,automobile   auto ancillaries,6,"automotive electronics,hardware development,embedded systems,analog circuit desig,mixed signal",0,0,automobile,autoancillaries
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,avp hardware  and chip design,,automobile   auto ancillaries,6.17,brioquery,0,0,automobile,autoancillaries
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,accounts  and hardware  and network,work exprince,automobile   auto ancillaries,6.33,"back accounting,hardware shupport,accounts &amp; hardw,hardware &amp;networ,assessnt accounts",0,0,automobile,autoancillaries
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,account manager,,automobile   auto ancillaries,6.42,accidental manager,0,0,automobile,autoancillaries
"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,sr. software engineer,senior software engineer,automobile   auto ancillaries,6.42,"windows xp,c,c++,mfc,mfc vc++,system testing,unit testing,visual studio,visual c++,xilinx",0,0,automobile,autoancillaries
"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,sr. software engineer,senior software engineer,automobile   auto ancillaries,6.42,"windows xp,c,c++,mfc,mfc vc++,system testing,unit testing,visual studio,visual c++,xilinx,unit testing",0,0,automobile,autoancillaries
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,admin sales,,automobile   auto ancillaries,6.5,"system administration,computer operator",0,0,automobile,autoancillaries
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,accountant,accounts; it,automobile   auto ancillaries,6.67,"ms office,computer software applications,network monitoring &,specialty,system software,network configuration,pc hardware,coron engineers pvt.,m squre lasers pvt.,jupiter the book peo,tally erp 9,ms excel,typing,windows installation",0,0,automobile,autoancillaries
"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,embedded engineer,embedded software developer,automobile   auto ancillaries,7.17,"labview,embedded systems,embedded gui development,c&amp;c++,application software",0,0,automobile,autoancillaries
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,assistant edp it,asst. edp   it  ,automobile   auto ancillaries,7.5,"c,visual basic   vbs,system administration,vbs,rdbms,erp application",0,0,automobile,autoancillaries
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,admin it,hardware & networking,automobile   auto ancillaries,8,admin it,0,0,automobile,autoancillaries
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,audio recording setup,,automobile   auto ancillaries,8,"networkings,pchardware,system administratio,ccna,vrf",0,1,automobile,autoancillaries
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,apply post system admin,,automobile   auto ancillaries,8.08,"system software,linux   general,windows xp,windows 2003 server,windows xpwindows 20",0,0,automobile,autoancillaries
"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,senior engineer,a promising embedded professional with 6 years relavent experience in automotive ecu application,automobile   auto ancillaries,8.08,"can;lin;spi;i2c;uart,matlab stateflow,autosar swc,c language,8 bit; 32 bit microc,mxvdev;canoe;greenhi,sil and mil,body ecu application,ibm rational syenerg",0,1,automobile,autoancillaries
"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,senior hardware integrator design engineer,senior hardware design engineer,automobile   auto ancillaries,8.17,"hardware designing,hardware design",0,0,automobile,autoancillaries
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,agm hardware  and chip design,hardware networking,automobile   auto ancillaries,9,"hardware;networking,ngn",0,0,automobile,autoancillaries
Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,asistant manger; telecom operation,network engineer with 8 years of relevant experience,automobile   auto ancillaries,9,"resolution,itil,windows administrati,switchgear,nessus,dot1x,ecm,mpls; ospf; bgp",0,0,automobile,autoancillaries
