,User_SubFunctional_Area,User_Functional_Area,User_JobTitle,User_ProfileTitle,User_Industry,User_Experience (Years),User_Skills,Relevant_Degree,Releveant_Cert,Industry,Sector,Relevant_Skills,Relevant_Match_Score
132,"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,embedded system design engineer,harisha k s_ 3yrs exp_embedded design & development engineer,automobile   auto ancillaries,6-12 exp,"matlab,embedded c,embebbed c++",0,0,automobile,autoancillaries,1,0.76
133,Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,months exp napino auto electronics ltd.,3 year exp. in electronics engg. 1 year work in hcl infosystem; 10 month working napino auto electro,automobile   auto ancillaries,6-12 exp,"computer manufacturi,,service engg.",0,0,automobile,autoancillaries,0,0
134,"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,software design engineer,software design,automobile   auto ancillaries,6-12 exp,"embedded programming,microcontrollers,c,i2c,,rtos,embedded c,sdlc,army,keil",0,0,automobile,autoancillaries,1,0.76
135,"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,software engineer,,automobile   auto ancillaries,6-12 exp,"microcontrollers,embedded systems,embedded c,xilinx,phython",0,0,automobile,autoancillaries,1,0.76
136,Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,bank office incharge,rohan modi,automobile   auto ancillaries,6-12 exp,"stores,computer opreater",0,0,automobile,autoancillaries,0,0
137,Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,asociate,,automobile   auto ancillaries,6-12 exp,associates,0,0,automobile,autoancillaries,0,0
138,"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,software engineer,java,automobile   auto ancillaries,6-12 exp,"java,oracle9i,plsql,j2ee,supervising,hibernet,structures",0,0,automobile,autoancillaries,0,0
139,"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,senior software,software engineer,automobile   auto ancillaries,6-12 exp,"linux; windows.,bluetooth;uds,embedded systems;c",0,0,automobile,autoancillaries,1,0.76
140,Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,accessories executive,automobile,automobile   auto ancillaries,6-12 exp,",automated,,pgdca,power point presenta,ms word",0,0,automobile,autoancillaries,0,0
141,Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,assistant engineer,,automobile   auto ancillaries,6-12 exp,"desktop troubleshooting,ms outlook,user group policies,,,desktop support,desktop support engi,antivirus,",1,0,automobile,autoancillaries,0,0
142,"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,software engineer,software integration & testing,automobile   auto ancillaries,6-12 exp,"intigration,developer 2000,software testing,c,,microsoft excel",0,0,automobile,autoancillaries,0,0
143,Network / System Administration,IT - Hardware / Networking / Telecom Engineering,application support engineer.,,automobile   auto ancillaries,6-12 exp,"linux general,system administratio,networkings,unix   general,windows7",0,0,automobile,autoancillaries,0,0
144,"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,firmware engineer,software engineer with 3.11 years of exp,automobile   auto ancillaries,6-12 exp,"embedded systems,hardware designing,,,vrf,firmware,wcdma",1,0,automobile,autoancillaries,1,0.76
145,Network / System Administration,IT - Hardware / Networking / Telecom Engineering,admin cum allocation head,,automobile   auto ancillaries,6-12 exp,"networkings,system administratio,linux general",0,0,automobile,autoancillaries,1,0.77
146,"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,senior sw engineer,hmi and c++ developer,automobile   auto ancillaries,6-12 exp,"c,unit testing,c; c++,eclipse,visual studio,hmi using eb guide,tat motion lab",0,0,automobile,autoancillaries,0,0
147,"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,senior software engineer.,senior software engineer,automobile   auto ancillaries,6-12 exp,c,0,0,automobile,autoancillaries,0,0
148,Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,business analyst analyst,,automobile   auto ancillaries,6-12 exp,"java,oracle   dba,place,qc circle member",0,0,automobile,autoancillaries,0,0
149,"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,staffing,staffing the,automobile   auto ancillaries,6-12 exp,soap,0,0,automobile,autoancillaries,0,0
150,"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,embedded validation engineer,embedded automation validation and verification,automobile   auto ancillaries,6-12 exp,"c,phython,test automation,cmmi,embedded c,phython scripting,,automation testing,cmmi level 5,bug tracking,jira",0,0,automobile,autoancillaries,1,0.76
151,Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,automobile electrical,serivce advisor,automobile   auto ancillaries,6-12 exp,"maruti suzuki solan,anand toyota solan",0,0,automobile,autoancillaries,0,0
152,Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,automobile electrical,serivce advisor,automobile   auto ancillaries,6-12 exp,",,maruti suzuki solan,anand toyota solan",0,0,automobile,autoancillaries,0,0
153,Network / System Administration,IT - Hardware / Networking / Telecom Engineering,accounts executive technical engineer,graduate and completed tally 9,automobile   auto ancillaries,6-12 exp,"dhcp,vlans,,cisco devices,assembling,smtp,rsmtp,hsrp",0,1,automobile,autoancillaries,0,0
154,Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,accounts executive. accountant,,automobile   auto ancillaries,6-12 exp,"excellent,",0,0,automobile,autoancillaries,0,0
155,Network / System Administration,IT - Hardware / Networking / Telecom Engineering,ass administrator,system administrator,automobile   auto ancillaries,6-12 exp,"administration,erp implementation,perfect networking,domain & exchange,server 2008",0,0,automobile,autoancillaries,0,0
156,Network / System Administration,IT - Hardware / Networking / Telecom Engineering,it hardware  and network,ccna; mcse certified & citrix trained,automobile   auto ancillaries,6-12 exp,"dhcp,firewalls,vlans,,network administration,tcp ip,,,,antivirus,assembling",0,1,automobile,autoancillaries,1,0.86
157,Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,accounts dept,,automobile   auto ancillaries,6-12 exp,good,0,0,automobile,autoancillaries,0,0
158,Network / System Administration,IT - Hardware / Networking / Telecom Engineering,admin manager,,automobile   auto ancillaries,6-12 exp,oracle skill,0,0,automobile,autoancillaries,0,0
159,Network / System Administration,IT - Hardware / Networking / Telecom Engineering,accountant cum network engineer,,automobile   auto ancillaries,6-12 exp,"dhcp,network administration,tcp ip,",0,0,automobile,autoancillaries,1,0.86
160,"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,embedded hardware engineer,embedded hardware engineer with 5.4yr exp,automobile   auto ancillaries,6-12 exp,"tracking,cics,orcad circuit design,pads viewer,ltspice,,relcalc,hyperlynx,viewmate",0,0,automobile,autoancillaries,0,0
161,Network / System Administration,IT - Hardware / Networking / Telecom Engineering,admin department,,automobile   auto ancillaries,6-12 exp,"system administratio,networkings,linux general",0,0,automobile,autoancillaries,1,0.77
162,Network / System Administration,IT - Hardware / Networking / Telecom Engineering,asst system admin,customer relationship manager,automobile   auto ancillaries,6-12 exp,"encounter,access dos excel gpr",1,0,automobile,autoancillaries,0,0
163,Network / System Administration,IT - Hardware / Networking / Telecom Engineering,admin it,hardware & network engineer,automobile   auto ancillaries,6-12 exp,"dhcp,,cisco,computer system supp",0,1,automobile,autoancillaries,0,0
164,Network / System Administration,IT - Hardware / Networking / Telecom Engineering,administration  and hr executive,hr executive,automobile   auto ancillaries,6-12 exp,"administration,recruitment process",0,0,automobile,autoancillaries,0,0
165,Network / System Administration,IT - Hardware / Networking / Telecom Engineering,administrator,,automobile   auto ancillaries,6-12 exp,"changeman,application server,,active directory,computer maintenance repair,network administration,network configuration,system administration,,",0,1,automobile,autoancillaries,1,1.0
166,Network / System Administration,IT - Hardware / Networking / Telecom Engineering,application support engineer,experienced tech professional,automobile   auto ancillaries,6-12 exp,"technical support,tcp ip,antivirus,subnetting",1,0,automobile,autoancillaries,0,0
167,Network / System Administration,IT - Hardware / Networking / Telecom Engineering,assistant edp it,asst. edp   it  ,automobile   auto ancillaries,6-12 exp,"c,visual basic   vbs,system administration,vbs,rdbms,erp application",0,0,automobile,autoancillaries,1,0.84
168,Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,commercial assistant,,automobile   auto ancillaries,6-12 exp,"pchardware,networkings,,",0,1,automobile,autoancillaries,0,0
169,"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,hardware design engineer,hardware design engineer  3.4 years of experience,automobile   auto ancillaries,6-12 exp,"automotive electronics,hardware development,embedded systems,analog circuit desig,mixed signal",0,0,automobile,autoancillaries,1,0.76
170,Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,avp hardware  and chip design,,automobile   auto ancillaries,6-12 exp,brioquery,0,0,automobile,autoancillaries,0,0
171,Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,accounts  and hardware  and network,work exprince,automobile   auto ancillaries,6-12 exp,"back accounting,hardware shupport,,,",0,0,automobile,autoancillaries,0,0
172,Network / System Administration,IT - Hardware / Networking / Telecom Engineering,account manager,,automobile   auto ancillaries,6-12 exp,accidental manager,0,0,automobile,autoancillaries,0,0
173,"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,sr. software engineer,senior software engineer,automobile   auto ancillaries,6-12 exp,"windows xp,c,c++,mfc,mfc vc++,system testing,unit testing,visual studio,visual c++,xilinx",0,0,automobile,autoancillaries,0,0
174,"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,sr. software engineer,senior software engineer,automobile   auto ancillaries,6-12 exp,"windows xp,c,c++,mfc,mfc vc++,system testing,unit testing,visual studio,visual c++,xilinx,unit testing",0,0,automobile,autoancillaries,0,0
175,Network / System Administration,IT - Hardware / Networking / Telecom Engineering,admin sales,,automobile   auto ancillaries,6-12 exp,"system administration,computer operator",0,0,automobile,autoancillaries,1,0.84
176,Network / System Administration,IT - Hardware / Networking / Telecom Engineering,accountant,accounts; it,automobile   auto ancillaries,6-12 exp,",computer software applications,network monitoring &,specialty,system software,network configuration,pc hardware,coron engineers pvt.,,,,ms excel,,windows installation",0,0,automobile,autoancillaries,0,0
177,"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,embedded engineer,embedded software developer,automobile   auto ancillaries,6-12 exp,"labview,embedded systems,embedded gui development,,application software",0,0,automobile,autoancillaries,1,0.76
178,Network / System Administration,IT - Hardware / Networking / Telecom Engineering,assistant edp it,asst. edp   it  ,automobile   auto ancillaries,6-12 exp,"c,visual basic   vbs,system administration,vbs,rdbms,erp application",0,0,automobile,autoancillaries,1,0.84
179,Network / System Administration,IT - Hardware / Networking / Telecom Engineering,admin it,hardware & networking,automobile   auto ancillaries,6-12 exp,,0,0,automobile,autoancillaries,0,0
180,Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,audio recording setup,,automobile   auto ancillaries,6-12 exp,"networkings,pchardware,system administratio,,vrf",0,1,automobile,autoancillaries,1,0.74
181,Network / System Administration,IT - Hardware / Networking / Telecom Engineering,apply post system admin,,automobile   auto ancillaries,6-12 exp,"system software,linux   general,windows xp,windows 2003 server,windows xpwindows 20",0,0,automobile,autoancillaries,0,0
182,"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,senior engineer,a promising embedded professional with 6 years relavent experience in automotive ecu application,automobile   auto ancillaries,6-12 exp,",matlab stateflow,autosar swc,c language,8 bit; 32 bit microc,mxvdev;canoe;greenhi,,body ecu application,ibm rational syenerg",0,1,automobile,autoancillaries,0,0
183,"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,senior hardware integrator design engineer,senior hardware design engineer,automobile   auto ancillaries,6-12 exp,"hardware designing,hardware design",0,0,automobile,autoancillaries,1,0.75
184,Network / System Administration,IT - Hardware / Networking / Telecom Engineering,agm hardware  and chip design,hardware networking,automobile   auto ancillaries,6-12 exp,"hardware;networking,ngn",0,0,automobile,autoancillaries,0,0
